text,intent
Hey mujhe hospital jane ke liye cab chahiye because i need help,transport_booking
Kindly I feel emotionally weak because I need help,emotional_support
Hey I missed my diabetes tablet because I need help,medication_reminder
Urgently Mujhe doctor appointment chahiye because I need help,doctor_booking
Please Can elderly people do stretching please,exercise_suggestion
I need transport assistance today,transport_booking
Urgently I feel anxious about my health because I need help,emotional_support
Hey Remind me to take my medicine because I need help,medication_reminder
Urgently Mujhe exercise suggest karo please,exercise_suggestion
Suggest healthy food for elderly right now,diet_suggestion
Hey I am feeling nervous and anxious as soon as possible,emotional_support
Urgently Please remind me about medicines,medication_reminder
Can you I want to schedule a health checkup for me,doctor_booking
Can you exercise suggest koro because i need help,exercise_suggestion
Hey Mujhe hospital jane ke liye cab chahiye because I need help,transport_booking
Can you I feel nervous and anxious because I need help,emotional_support
Hey I need medicine reminder support,medication_reminder
Kindly I need medical consultation today,doctor_booking
Can you Recommend chair yoga for seniors today,exercise_suggestion
Suggest diabetic diet because I need help,diet_suggestion
Now help me arrange transportation because i need help,transport_booking
I feel sad and alone because I need help,emotional_support
Please how can i improve mobility,exercise_suggestion
Can you Mujhe healthy diet chahiye please,diet_suggestion
Urgently Help me arrange transportation as soon as possible,transport_booking
Can you I feel depressed today for me,emotional_support
Kindly I need medical consultation as soon as possible,doctor_booking
Can you mujhe exercise suggest karo today,exercise_suggestion
Today Healthy khabar suggest koro for me,diet_suggestion
Please I need transport assistance right now,transport_booking
Now I feel anxious about my health please,emotional_support
Today When should I take insulin for me,medication_reminder
Can you doctor appointment book koro,doctor_booking
Can you Suggest soft food for elderly for me,diet_suggestion
Today I need transport assistance please,transport_booking
I feel mentally exhausted because I need help,emotional_support
Hey Please remind me about medicines today,medication_reminder
Can you Suggest walking exercises please,exercise_suggestion
Mujhe healthy diet chahiye please,diet_suggestion
Urgently Help me arrange transportation today,transport_booking
Hey i feel mentally exhausted please,emotional_support
Now Please remind me about medicines because I need help,medication_reminder
Kindly Exercise suggest koro for me,exercise_suggestion
Urgently i am feeling lonely today for me,emotional_support
Kindly Please remind me about medicines for me,medication_reminder
Urgently can elderly people do stretching for me,exercise_suggestion
Please I feel anxious about my health,emotional_support
Can you i forgot my blood pressure medicine as soon as possible,medication_reminder
Kindly doctor appointment book koro right now,doctor_booking
Hey How can I stay active right now,exercise_suggestion
Please what should i eat for good health right now,diet_suggestion
Urgently I need transport assistance for me,transport_booking
Hey I feel worried about my future as soon as possible,emotional_support
Today I forgot my blood pressure medicine today,medication_reminder
Hey What should I eat for good health please,diet_suggestion
Today Help me arrange transportation today,transport_booking
Please I feel mentally exhausted because I need help,emotional_support
Can you i need medicine reminder support please,medication_reminder
Kindly Book doctor appointment for me,doctor_booking
Recommend light exercise for me,exercise_suggestion
Urgently I need help reaching hospital today,transport_booking
Can you I feel mentally stressed right now,emotional_support
Kindly Mujhe medicine lena yaad dilao today,medication_reminder
Please Suggest yoga for elderly because I need help,exercise_suggestion
Now Can you book cab for hospital,transport_booking
I am feeling nervous and anxious for me,emotional_support
Now Mujhe medicine lena yaad dilao please,medication_reminder
Hey Please help me contact a doctor because I need help,doctor_booking
Kindly Recommend simple exercise for me today,exercise_suggestion
Now Recommend balanced diet for me,diet_suggestion
Urgently i feel mentally exhausted as soon as possible,emotional_support
Kindly How can I improve nutrition because I need help,diet_suggestion
Hey book transport for hospital visit for me,transport_booking
Please I cannot sleep because of stress please,emotional_support
Can you Medicine khete bhule gechi,medication_reminder
Now Please help me contact a doctor as soon as possible,doctor_booking
Can you Recommend balanced diet for me,diet_suggestion
Please I am feeling ignored by everyone because I need help,emotional_support
Now i forgot to take my tablets for me,medication_reminder
Hey Exercise suggest koro right now,exercise_suggestion
Hey what foods improve energy for me,diet_suggestion
Today Help me arrange transportation,transport_booking
Kindly I cannot sleep because of stress right now,emotional_support
Now I missed my diabetes tablet,medication_reminder
Kindly Recommend light exercise right now,exercise_suggestion
Please I need someone to talk to because I need help,emotional_support
Kindly Medicine khete bhule gechi please,medication_reminder
Now i want to schedule a health checkup,doctor_booking
Please can elderly people do stretching because i need help,exercise_suggestion
I need transport assistance,transport_booking
Please i am feeling very unhappy today today,emotional_support
Now Mujhe medicine lena yaad dilao as soon as possible,medication_reminder
Please Doctor appointment book koro please,doctor_booking
Today Recommend light exercise as soon as possible,exercise_suggestion
Urgently recommend nutrition plan for me,diet_suggestion
Hey help me arrange transportation,transport_booking
Hey I feel mentally stressed for me,emotional_support
Now Please help me contact a doctor right now,doctor_booking
Urgently Suggest walking exercises today,exercise_suggestion
Hey Recommend nutrition plan because I need help,diet_suggestion
Today Transport arrange koro right now,transport_booking
Today I feel emotionally broken because I need help,emotional_support
Can you Mujhe healthy diet chahiye for me,diet_suggestion
Hey I feel worried about my future for me,emotional_support
Now I forgot my blood pressure medicine because I need help,medication_reminder
